Relative Path,File Name,Extension,File Size (bytes),Package,Test,Dimensions (pixels),Colour,Cardinality,Subject,Fingerprint Type,Gender,Eyes,Mouth,Background,Facing,Rotation,Same subject,Same image as,Other,,,RGB_bytes_match,RGBA_bytes_match,BW_bytes_match,bytes_match,skip_bytes_checks
\assets\common,testWSQ_HighBitRateAndComment.wsq,.wsq,"1,580",com.gemalto.cogent.test.image,BitmapUtilTest.testWsqEncoding,64x64,BW,,,,,,,,,,,,letter A with blurry background,,,,,,N/A,TRUE
\assets\common,testWSQ_HighBitRateAndComment.wsq,.wsq,"1,580",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyWsqEncoding,64x64,BW,,,,,,,,,,,,letter A with blurry background,,,,,,N/A,TRUE
\assets\common,thumb_2_slap.data,.data,"1,500,000",com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common,thumb_2_slap.data,.data,"1,500,000",com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common,thumb_2_slap_missing_left.data,.data,"1,500,000",com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000,BW,One,Fingerprint Scan,Thumbs Slap,,,,,,,,,left thumb missing,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common,thumb_2_slap_missing_left.data,.data,"1,500,000",com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000,BW,One,Fingerprint Scan,Thumbs Slap,,,,,,,,,left thumb missing,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common,thumb_2_slap_missing_right.data,.data,"1,500,000",com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000,BW,One,Fingerprint Scan,Thumbs Slap,,,,,,,,,right thumb missing,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common,thumb_2_slap_missing_right.data,.data,"1,500,000",com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000,BW,One,Fingerprint Scan,Thumbs Slap,,,,,,,,,right thumb missing,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common,tiltedface.data,.data,"3,840,000",N/F,N/F,1200x800,RGBA,One,Face,,Woman,Open,Neutral,Outdoors,Front,,,,head tilted to the right,,,FALSE,TRUE,FALSE,TRUE,FALSE
\assets\common\face_crop\input,3_faces.data,.data,"499,500",com.gemalto.cogent.test.face,FaceAPITest_NT.testGetEyesFailOnFaceNumber,500x333,BGR,Multiple,Person,,Woman,Open,Smiling,Outdoors,Front,,,,three women lying donwin grass next to each other,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\face_crop\input,3_faces.png,.png,"337,712",com.gemalto.cogent.test.face_image,FaceImageUtilTest.testGetEyesFailOnFaceNumber,500x333,RGB,Multiple,Person,,Woman,Open,Smiling,Outdoors,Front,,,3_faces.data,,,,,,,N/A,TRUE
\assets\common\face_crop\input,blankwhite.data,.data,"852,612",com.gemalto.cogent.test.face,FaceAPITest_NT.testGetEyesFailOnFaceNumber,454x626,RGB,,,,,,,,,,,,"blank image, white",,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\face_crop\input,blankwhite.jpg,.jpg,"5,359",com.gemalto.cogent.test.face_image,FaceImageUtilTest.testGetEyesFailOnFaceNumber,454x626,RGB,,,,,,,,,,,blankwhite.data,"blank image, white",,,,,,N/A,TRUE
\assets\common\face_crop\input,handsome-man-wearing-glasses-high-res.data,.data,"3,810,240",com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,1296x980,BGR,One,Face,,Man,Open,Neutral,White,Front,,,,"glasses, head resting on hand",,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\face_crop\input,handsome-man-wearing-glasses-high-res.jpg,.jpg,"95,805",com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,1296x980,RGB,One,Face,,Man,Open,Neutral,White,Front,,,handsome-man-wearing-glasses-high-res.data,"glasses, head resting on hand",,,,,,N/A,TRUE
\assets\common\face_crop\input,man_with_glasses.data,.data,"993,000",com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,500x662,BGR,One,Face,,Man,Open,Smiling,White,Front,,,,glasses,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\face_crop\input,man_with_glasses.jpg,.jpg,"88,129",com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,500x662,RGB,One,Face,,Man,Open,Smiling,White,Front,,,man_with_glasses.data,glasses,,,,,,N/A,TRUE
\assets\common\face_crop\input,woman_11.bmp,.bmp,"840,762",com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,483x579,RGB,One,Face,,Woman,Open,Neutral,Outdoors,Front,,,,"hand touching cheek, head slightly tilted",,,,,,N/A,TRUE
\assets\common\face_crop\input,woman_11.data,.data,"838,971",com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,483x579,BGR,One,Face,,Woman,Open,Neutral,Outdoors,Front,,,woman_11.bmp,"hand touching cheek, head slightly tilted",,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\face_crop\input,woman_1_2.bmp,.bmp,"351,702",com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,394x297,RGB,One,Face,,Woman,Open,Neutral,Outdoors,45° Right,,,,head tilted,,,,,,N/A,TRUE
\assets\common\face_crop\input,woman_1_2.data,.data,"351,054",com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,394x297,BGR,One,Face,,Woman,Open,Neutral,Outdoors,45° Right,,,woman_1_2.bmp,head tilted,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\face_crop\ref,handsome-man-wearing-glasses-high-res-240.jpg,.jpg,"30,421",N/F,N/F,240x320,RGB,One,Face,,Man,Open,Neutral,White,Front,,,,cropped version of handsome-man-wearing-glasses-high-res.data,,,,,,N/A,TRUE
\assets\common\face_crop\ref,handsome-man-wearing-glasses-high-res-480.jpg,.jpg,"90,689",N/F,N/F,480x640,RGB,One,Face,,Man,Open,Neutral,White,Front,,,handsome-man-wearing-glasses-high-res-240.jpg,resolution x2,,,,,,N/A,TRUE
\assets\common\face_crop\ref,handsome-man-wearing-glasses-high-res-720.jpg,.jpg,"165,718",N/F,N/F,720x960,RGB,One,Face,,Man,Open,Neutral,White,Front,,,handsome-man-wearing-glasses-high-res-240.jpg,resolution x3,,,,,,N/A,TRUE
\assets\common\face_crop\ref,man_with_glasses-240.jpg,.jpg,"26,158",N/F,N/F,N/F,,One,Face,,Man,Open,Smiling,White,Front,,,,cropped version of man_with_glasses.data,,,,,,N/A,TRUE
\assets\common\face_crop\ref,woman_11-240.bmp,.bmp,"230,454",N/F,N/F,N/F,,,Face,,Woman,Open,Neutral,Outdoors,Front,,,,"cropped version of woman_11.bmp, head vertical",,,,,,N/A,TRUE
\assets\common\face_crop\ref,woman_1_2-240.bmp,.bmp,"230,454",N/F,N/F,N/F,,,Face,,Woman,Open,Neutral,Outdoors,45° Right,,,,"cropped version of woman_1_2.bmp, head vertical",,,,,,N/A,TRUE
\assets\common\image\face,8face.jp2,.jp2,"248,512",N/F,N/F,400x528,RGB,Multiple,Face,,Woman,Open,Smiling,White,Front,,,\assets\common\8face.data,"collage, 8 copies of the same picture",,,,,,N/A,TRUE
\assets\common\image\face,9_faces.jp2,.jp2,"254,567",N/F,N/F,400x528,RGB,Multiple,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\9_faces.data,"collage 3x3, 9 copies of the same picture",,,,,,N/A,TRUE
\assets\common\image\face,closed_eyes_BGR.bmp,.bmp,"394,954",com.gemalto.cogent.test.image,BitmapUtilTest.testBmpDecoding,366x359,RGB,One,Face,,Man,Closed,Smiling,White,Front,,,,,,,,,,N/A,TRUE
\assets\common\image\face,closed_eyes_BGR.bmp,.bmp,"394,954",com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncoding,366x359,RGB,One,Face,,Man,Closed,Smiling,White,Front,,,,,,,,,,N/A,TRUE
\assets\common\image\face,closed_eyes_BGR.bmp,.bmp,"394,954",com.gemalto.cogent.test.image,BitmapUtilTest.testGetBMPImageFormat,366x359,RGB,One,Face,,Man,Closed,Smiling,White,Front,,,,,,,,,,N/A,TRUE
\assets\common\image\face,closed_eyes_BGR.bmp,.bmp,"394,954",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpDecoding,366x359,RGB,One,Face,,Man,Closed,Smiling,White,Front,,,,,,,,,,N/A,TRUE
\assets\common\image\face,closed_eyes_BGR.bmp,.bmp,"394,954",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpEncoding,366x359,RGB,One,Face,,Man,Closed,Smiling,White,Front,,,,,,,,,,N/A,TRUE
\assets\common\image\face,closed_eyes_BGR.bmp,.bmp,"394,954",com.gemalto.cogent.test.image,BitmapUtilTest.testBmpIncompleteDecoding,366x359,RGB,One,Face,,Man,Closed,Smiling,White,Front,,,,,,,,,,N/A,TRUE
\assets\common\image\face,closed_eyes_BGR.data,.data,"394,182",com.gemalto.cogent.test.image,BitmapUtilTest.testBmpDecoding,366x359,BGR,One,Face,,Man,Closed,Smiling,White,Front,,,closed_eyes_BGR.bmp,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,closed_eyes_BGR.data,.data,"394,182",com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncoding,366x359,BGR,One,Face,,Man,Closed,Smiling,White,Front,,,closed_eyes_BGR.bmp,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,closed_eyes_BGR.data,.data,"394,182",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpDecoding,366x359,BGR,One,Face,,Man,Closed,Smiling,White,Front,,,closed_eyes_BGR.bmp,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,closed_eyes_BGR.data,.data,"394,182",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpEncoding,366x359,BGR,One,Face,,Man,Closed,Smiling,White,Front,,,closed_eyes_BGR.bmp,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,closed_eyes_BGR.data,.data,"394,182",com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncodingWrongWidth,366x359,BGR,One,Face,,Man,Closed,Smiling,White,Front,,,closed_eyes_BGR.bmp,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,closed_eyes_BGR.data,.data,"394,182",com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncodingWrongHeight,366x359,BGR,One,Face,,Man,Closed,Smiling,White,Front,,,closed_eyes_BGR.bmp,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,face1.data,.data,"844,800",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encoding,400x528,RGBA,One,Face,,Woman,Open,Neutral,White,Front,,,,different from \assets\common\face1.data,,,FALSE,TRUE,FALSE,TRUE,FALSE
\assets\common\image\face,face1.data,.data,"844,800",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Encoding,400x528,RGBA,One,Face,,Woman,Open,Neutral,White,Front,,,,different from \assets\common\face1.data,,,FALSE,TRUE,FALSE,TRUE,FALSE
\assets\common\image\face,face1.data,.data,"844,800",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingWrongWidth,400x528,RGBA,One,Face,,Woman,Open,Neutral,White,Front,,,,different from \assets\common\face1.data,,,FALSE,TRUE,FALSE,TRUE,FALSE
\assets\common\image\face,face1.data,.data,"844,800",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingWrongHeight,400x528,RGBA,One,Face,,Woman,Open,Neutral,White,Front,,,,different from \assets\common\face1.data,,,FALSE,TRUE,FALSE,TRUE,FALSE
\assets\common\image\face,face1.jp2,.jp2,"132,371",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2Decoding,400x528,RGBA,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,,,,N/A,TRUE
\assets\common\image\face,face1.jp2,.jp2,"132,371",com.gemalto.cogent.test.image,BitmapUtilTest.testIncompleteJp2Decoding,400x528,RGBA,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,,,,N/A,TRUE
\assets\common\image\face,face1_BGR.data,.data,"633,600",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2Decoding,400x528,BGR,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,face1_BGR.data,.data,"633,600",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Decoding,400x528,BGR,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,face1_BGR.data,.data,"633,600",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2DecodingNotJP2,400x528,BGR,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,TRUE,FALSE,FALSE,TRUE,FALSE
\assets\common\image\face,face1_BGR.jp2,.jp2,"132,371",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encoding,400x528,BGR,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,,,,N/A,TRUE
\assets\common\image\face,face1_BGR.jp2,.jp2,"132,371",com.gemalto.cogent.test.image,BitmapUtilTest.testGetJP2ImageFormat,400x528,BGR,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,,,,N/A,TRUE
\assets\common\image\face,face1_BGR.jp2,.jp2,"132,371",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Decoding,400x528,BGR,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,,,,N/A,TRUE
\assets\common\image\face,face1_BGR.jp2,.jp2,"132,371",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Encoding,400x528,BGR,One,Face,,Woman,Open,Neutral,White,Front,,,\assets\common\image\face\face1.data,,,,,,,N/A,TRUE
\assets\common\image\face,face3.jpg,.jpg,"30,607",N/F,N/F,400x528,RGB,One,Face,,Man,Open,Neutral,White,Front,,,,,,,,,,N/A,TRUE
\assets\common\image\finger,left_4_slap_missing_middle.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2DecodingGS,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Left,,,,,,,,\assets\common\left_4_slap_missing_middle.data,middle finger missing,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,left_4_slap_missing_middle.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingGS,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Left,,,,,,,,\assets\common\left_4_slap_missing_middle.data,middle finger missing,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,left_4_slap_missing_middle_GS.jp2,.jp2,"318,328",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2DecodingGS,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Left,,,,,,,,\assets\common\left_4_slap_missing_middle.data,middle finger missing,,,,,,N/A,TRUE
\assets\common\image\finger,left_4_slap_missing_middle_GS.jp2,.jp2,"318,328",com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingGS,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Left,,,,,,,,\assets\common\left_4_slap_missing_middle.data,middle finger missing,,,,,,N/A,TRUE
\assets\common\image\finger,left_4_slap_missing_middle_GS.jpg,.jpg,"290,811",com.gemalto.cogent.test.image,BitmapUtilTest.testIncompleteJpgDecoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Left,,,,,,,,\assets\common\left_4_slap_missing_middle.data,middle finger missing,,,,,,N/A,TRUE
\assets\common\image\finger,right_4_slap.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,right_4_slap.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgEncoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,right_4_slap.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testGetUnsupportedImageFormat,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,right_4_slap.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncodingWrongWidth,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,right_4_slap.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncodingWrongHeight,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,right_4_slap_GS.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testJpgDecoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,right_4_slap_GS.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgDecoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,right_4_slap_GS.jpg,.jpg,"395,446",com.gemalto.cogent.test.image,BitmapUtilTest.testJpgDecoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,right_4_slap_GS.jpg,.jpg,"395,446",com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,right_4_slap_GS.jpg,.jpg,"395,446",com.gemalto.cogent.test.image,BitmapUtilTest.testGetJPGImageFormat,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,right_4_slap_GS.jpg,.jpg,"395,446",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgDecoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,right_4_slap_GS.jpg,.jpg,"395,446",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgEncoding,1500x1000,BW,Multiple,Fingerprint Scan,4 Slap Right,,,,,,,,\assets\common\right_4_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,thumb_2_slap.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,thumb_2_slap_GS.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testPNGDecoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,thumb_2_slap_GS.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngDecoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,thumb_2_slap_GS.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngEncoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,thumb_2_slap_GS.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncodingWrongWidth,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,thumb_2_slap_GS.data,.data,"1,500,000",com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncodingWrongHeight,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,FALSE,FALSE,TRUE,TRUE,FALSE
\assets\common\image\finger,thumb_2_slap_GS.png,.png,"169,291",com.gemalto.cogent.test.image,BitmapUtilTest.testPNGDecoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,thumb_2_slap_GS.png,.png,"169,291",com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,thumb_2_slap_GS.png,.png,"169,291",com.gemalto.cogent.test.image,BitmapUtilTest.testGetPNGImageFormat,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,thumb_2_slap_GS.png,.png,"169,291",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngDecoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,thumb_2_slap_GS.png,.png,"169,291",com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngEncoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,,,,N/A,TRUE
\assets\common\image\finger,thumb_2_slap_GS.png,.png,"169,291",com.gemalto.cogent.test.image,BitmapUtilTest.testIncompletePNGDecoding,1500x1000,BW,Multiple,Fingerprint Scan,Thumbs Slap,,,,,,,,\assets\common\thumb_2_slap.data,,,,,,,N/A,TRUE
\assets\common\image\iris,irisBoth_BGR.jp2,.jp2,"114,033",N/F,N/F,1600x240,BW,Multiple,Iris,,,,,,,,,\assets\common\irisBoth.raw,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0000_000.jp2,.jp2,"15,307",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,640x480,BW,One,Right Eye,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0000_000.jp2.bdb,.bdb,"15,375",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,N/F,,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0000_000.jp2.bdb,.bdb,"15,375",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisDecode,N/F,,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0000_000.png,.png,"268,440",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,640x480,BW,One,Right Eye,,,,,,,,,0000_000.jp2,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0000_000.png.bdb,.bdb,"268,508",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,N/F,,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0000_000.png.bdb,.bdb,"268,508",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisDecode,N/F,,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0000_001.png,.png,"277,535",N/F,N/F,640x480,RGB,One,Right Eye,,,,,,,,0000_000.png,,no colour,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0001_L_0001.BDB,.BDB,"1,178,064",N/F,N/F,N/F,,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0001_L_0001.jpg,.jpg,"263,717",N/F,N/F,1280x960,RGB,,Left Eye,,,,,,,,,,no colour,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0001_R_0001.BDB,.BDB,"1,028,345",N/F,N/F,N/F,,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,0001_R_0001.jpg,.jpg,"234,658",N/F,N/F,1280x960,RGB,,Right Eye,,,,,,,,0001_L_0001.jpg,,no colour,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jp2,.jp2,"11,021",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,400x560,BW,One,Fingerprint Scan,Arch,,,,,,,,1_1.bmp,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jp2.bdb,.bdb,"11,078",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jp2.bdb,.bdb,"11,078",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerDecode,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jp2.corrupt,.corrupt,164,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testEncodeCorruptJpeg2000,N/A,N/A,,,,,,,,,,1_1.jp2,,corrupted jp2,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jpg,.jpg,"131,049",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,400x560,BW,One,Fingerprint Scan,Arch,,,,,,,,1_1.bmp,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jpg.bdb,.bdb,"131,106",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jpg.bdb,.bdb,"131,106",com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerDecode,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,TRUE
\assets\common\ISOEncodeDecode,1_1.jpg.corrupt,.corrupt,185,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testEncodeCorruptJpeg,N/A,N/A,,,,,,,,,,1_1.jpg,,corrupted jpg,,,,,,N/A,TRUE
