Relative Path,File Name,File Extension,File Size,Package,Test,Dimensions
common,irisBoth.raw,.raw,384000,com.gemalto.cogent.test.iris,IrisThreadSafetyTest.testThreadSafetyTrackResultsBoth,1600x240
common,irisISO.raw,.raw,307200,NF,NF,NF
common,iris_image.data,.data,1764000,com.gemalto.cogent.test.face,FaceAPITest_NT.testLocationOnlyIris,1800x980
common,iris_image.data,.data,1764000,com.gemalto.cogent.test.iris,IrisAPITest.testTrackMaxRadius,1800x980
common,katt-williams-head-tilted.data,.data,1440000,com.gemalto.cogent.test.facelite,FaceLiteAPITest.testNotISOCompliantQualityCheckTiltedFace,800x450
common,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2DecodingGS,NF
common,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingGS,NF
common,manifest.mf,.mf,85,NF,NF,NF
common,mouthOpen.data,.data,1108536,com.gemalto.cogent.test.facelite,FaceLiteAPITest.testNotISOCompliantQualityCheckMouthOpen,442x627
common,nfiq_rolledImg.wsq,.wsq,20500,NF,NF,NF
common,No_Left_eye.data,.data,251535,com.gemalto.cogent.test.iris,IrisAPITest.testTrackResultsNoLeftEye,615x409
common,Obama_closed_right_eye.data,.data,234630,com.gemalto.cogent.test.iris,IrisAPITest.testTrackResultsNoRightEye,594x395
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testQualityCheckFingerInsteadFace,1000x500
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testLocationFingerInsteadFace,1000x500
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testFeatureExtractFingerInsteadFace,1000x500
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testAttributeFingerInsteadFace,1000x500
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testVerifyFaceVsFinger,1000x500
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testVerify1SampleNull,1000x500
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncoding,NF
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgEncoding,NF
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testGetUnsupportedImageFormat,NF
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncodingWrongWidth,NF
common,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncodingWrongHeight,NF
common,right_4_slap_missing_index.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,right_4_slap_missing_index.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,right_4_slap_missing_little.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,right_4_slap_missing_little.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,right_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,right_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,right_4_slap_missing_ring.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,right_4_slap_missing_ring.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,Sunglases.data,.data,201600,com.gemalto.cogent.test.facelite,FaceLiteAPITest.testNotISOCompliantQualityCheckSunGlasses,224x225
common,testWSQ.wsq,.wsq,1024,com.gemalto.cogent.test.image,BitmapUtilTest.testWsqEncoding,NF
common,testWSQ.wsq,.wsq,1024,com.gemalto.cogent.test.image,BitmapUtilTest.testWsqDecoding,NF
common,testWSQ.wsq,.wsq,1024,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyWsqEncoding,NF
common,testWSQ.wsq,.wsq,1024,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyWsqDecoding,NF
common,testWSQIn.data,.data,4096,com.gemalto.cogent.test.image,BitmapUtilTest.testWsqEncoding,NF
common,testWSQIn.data,.data,4096,com.gemalto.cogent.test.image,BitmapUtilTest.testWsqEncodingFailure,NF
common,testWSQIn.data,.data,4096,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyWsqEncoding,NF
common,testWSQOut.data,.data,4096,com.gemalto.cogent.test.image,BitmapUtilTest.testWsqDecoding,NF
common,testWSQOut.data,.data,4096,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyWsqDecoding,NF
common,testWSQ_HighBitRateAndComment.wsq,.wsq,1580,com.gemalto.cogent.test.image,BitmapUtilTest.testWsqEncoding,NF
common,testWSQ_HighBitRateAndComment.wsq,.wsq,1580,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyWsqEncoding,NF
common,thumb_2_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,thumb_2_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,thumb_2_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncoding,NF
common,thumb_2_slap_missing_left.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,thumb_2_slap_missing_left.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,thumb_2_slap_missing_right.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common,thumb_2_slap_missing_right.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common,tiltedface.data,.data,3840000,NF,NF,NF
common\face_crop\input,3_faces.data,.data,499500,com.gemalto.cogent.test.face,FaceAPITest_NT.testGetEyesFailOnFaceNumber,500x333
common\face_crop\input,3_faces.png,.png,337712,com.gemalto.cogent.test.face_image,FaceImageUtilTest.testGetEyesFailOnFaceNumber,NF
common\face_crop\input,blankwhite.data,.data,852612,com.gemalto.cogent.test.face,FaceAPITest_NT.testGetEyesFailOnFaceNumber,454x626
common\face_crop\input,blankwhite.jpg,.jpg,5359,com.gemalto.cogent.test.face_image,FaceImageUtilTest.testGetEyesFailOnFaceNumber,NF
common\face_crop\input,handsome-man-wearing-glasses-high-res.data,.data,3810240,com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,1296x980
common\face_crop\input,handsome-man-wearing-glasses-high-res.jpg,.jpg,95805,com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,NF
common\face_crop\input,man_with_glasses.data,.data,993000,com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,500x662
common\face_crop\input,man_with_glasses.jpg,.jpg,88129,com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,NF
common\face_crop\input,woman_11.bmp,.bmp,840762,com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,NF
common\face_crop\input,woman_11.data,.data,838971,com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,483x579
common\face_crop\input,woman_1_2.bmp,.bmp,351702,com.gemalto.cogent.test.face_image,FaceImageUtilTest.testCropFaceAllSingleFaces,NF
common\face_crop\input,woman_1_2.data,.data,351054,com.gemalto.cogent.test.face,FaceAPITest.testGetEyesPositions,394x297
common\face_crop\ref,handsome-man-wearing-glasses-high-res-240.jpg,.jpg,30421,NF,NF,NF
common\face_crop\ref,handsome-man-wearing-glasses-high-res-480.jpg,.jpg,90689,NF,NF,NF
common\face_crop\ref,handsome-man-wearing-glasses-high-res-720.jpg,.jpg,165718,NF,NF,NF
common\face_crop\ref,man_with_glasses-240.jpg,.jpg,26158,NF,NF,NF
common\face_crop\ref,woman_11-240.bmp,.bmp,230454,NF,NF,NF
common\face_crop\ref,woman_1_2-240.bmp,.bmp,230454,NF,NF,NF
common\image\face,8face.jp2,.jp2,248512,NF,NF,NF
common\image\face,9_faces.jp2,.jp2,254567,NF,NF,NF
common\image\face,closed_eyes_BGR.bmp,.bmp,394954,com.gemalto.cogent.test.image,BitmapUtilTest.testBmpDecoding,NF
common\image\face,closed_eyes_BGR.bmp,.bmp,394954,com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncoding,NF
common\image\face,closed_eyes_BGR.bmp,.bmp,394954,com.gemalto.cogent.test.image,BitmapUtilTest.testGetBMPImageFormat,NF
common\image\face,closed_eyes_BGR.bmp,.bmp,394954,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpDecoding,NF
common\image\face,closed_eyes_BGR.bmp,.bmp,394954,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpEncoding,NF
common\image\face,closed_eyes_BGR.bmp,.bmp,394954,com.gemalto.cogent.test.image,BitmapUtilTest.testBmpIncompleteDecoding,NF
common\image\face,closed_eyes_BGR.data,.data,394182,com.gemalto.cogent.test.image,BitmapUtilTest.testBmpDecoding,NF
common\image\face,closed_eyes_BGR.data,.data,394182,com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncoding,NF
common\image\face,closed_eyes_BGR.data,.data,394182,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpDecoding,NF
common\image\face,closed_eyes_BGR.data,.data,394182,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyBmpEncoding,NF
common\image\face,closed_eyes_BGR.data,.data,394182,com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncodingWrongWidth,NF
common\image\face,closed_eyes_BGR.data,.data,394182,com.gemalto.cogent.test.image,BitmapUtilTest.testBmpEncodingWrongHeight,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.benchmarktest.facelite,FaceBenchMarkTest.setUpClass,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,DBFace,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceBenchMarkDB,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceLiteAPITest.testFaceTracking,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceLiteAPITest.testAssessFace,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceTemplateTest.setUpClass,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceTemplateTest.testOneToOneMatching,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceThreadSafetyTest.setUpClass,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceThreadSafetyTest.testThreadSafetyExtractAndMatch,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceThreadSafetyTest.testThreadSafetyTrack,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceThreadSafetyTest.testThreadSafetyQualityCheck,400x528
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.facelite,FaceThreadSafetyTest.testThreadAssessFace,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.face_image,NV21Test.setUpClass,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encoding,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Encoding,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingWrongWidth,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingWrongHeight,NF
common\image\face,face1.data,.data,844800,com.gemalto.cogent.test.image,BitmapUtilTest.testConvertResolutionInvalidArguments,NF
common\image\face,face1.jp2,.jp2,132371,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2Decoding,NF
common\image\face,face1.jp2,.jp2,132371,com.gemalto.cogent.test.image,BitmapUtilTest.testIncompleteJp2Decoding,NF
common\image\face,face1_BGR.data,.data,633600,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2Decoding,NF
common\image\face,face1_BGR.data,.data,633600,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Decoding,NF
common\image\face,face1_BGR.data,.data,633600,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2DecodingNotJP2,NF
common\image\face,face1_BGR.jp2,.jp2,132371,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encoding,NF
common\image\face,face1_BGR.jp2,.jp2,132371,com.gemalto.cogent.test.image,BitmapUtilTest.testGetJP2ImageFormat,NF
common\image\face,face1_BGR.jp2,.jp2,132371,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Decoding,NF
common\image\face,face1_BGR.jp2,.jp2,132371,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJp2Encoding,NF
common\image\face,face3.jpg,.jpg,30607,NF,NF,NF
common\image\finger,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common\image\finger,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common\image\finger,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2DecodingGS,NF
common\image\finger,left_4_slap_missing_middle.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingGS,NF
common\image\finger,left_4_slap_missing_middle_GS.jp2,.jp2,318328,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2DecodingGS,NF
common\image\finger,left_4_slap_missing_middle_GS.jp2,.jp2,318328,com.gemalto.cogent.test.image,BitmapUtilTest.testJp2encodingGS,NF
common\image\finger,left_4_slap_missing_middle_GS.jpg,.jpg,290811,com.gemalto.cogent.test.image,BitmapUtilTest.testIncompleteJpgDecoding,NF
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testQualityCheckFingerInsteadFace,1000x500
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testLocationFingerInsteadFace,1000x500
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testFeatureExtractFingerInsteadFace,1000x500
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testAttributeFingerInsteadFace,1000x500
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testVerifyFaceVsFinger,1000x500
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.face,FaceAPITest_NT.testVerify1SampleNull,1000x500
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncoding,NF
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgEncoding,NF
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testGetUnsupportedImageFormat,NF
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncodingWrongWidth,NF
common\image\finger,right_4_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncodingWrongHeight,NF
common\image\finger,right_4_slap_GS.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgDecoding,NF
common\image\finger,right_4_slap_GS.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgDecoding,NF
common\image\finger,right_4_slap_GS.jpg,.jpg,395446,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgDecoding,NF
common\image\finger,right_4_slap_GS.jpg,.jpg,395446,com.gemalto.cogent.test.image,BitmapUtilTest.testJpgEncoding,NF
common\image\finger,right_4_slap_GS.jpg,.jpg,395446,com.gemalto.cogent.test.image,BitmapUtilTest.testGetJPGImageFormat,NF
common\image\finger,right_4_slap_GS.jpg,.jpg,395446,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgDecoding,NF
common\image\finger,right_4_slap_GS.jpg,.jpg,395446,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyJpgEncoding,NF
common\image\finger,thumb_2_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerAPITest.testSegmentation,1500x1000
common\image\finger,thumb_2_slap.data,.data,1500000,com.gemalto.cogent.test.finger,FingerThreadSafetyTest.testThreadSafetySegmentation,1500x1000
common\image\finger,thumb_2_slap.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncoding,NF
common\image\finger,thumb_2_slap_GS.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testPNGDecoding,NF
common\image\finger,thumb_2_slap_GS.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngDecoding,NF
common\image\finger,thumb_2_slap_GS.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngEncoding,NF
common\image\finger,thumb_2_slap_GS.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncodingWrongWidth,NF
common\image\finger,thumb_2_slap_GS.data,.data,1500000,com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncodingWrongHeight,NF
common\image\finger,thumb_2_slap_GS.png,.png,169291,com.gemalto.cogent.test.image,BitmapUtilTest.testPNGDecoding,NF
common\image\finger,thumb_2_slap_GS.png,.png,169291,com.gemalto.cogent.test.image,BitmapUtilTest.testPNGEncoding,NF
common\image\finger,thumb_2_slap_GS.png,.png,169291,com.gemalto.cogent.test.image,BitmapUtilTest.testGetPNGImageFormat,NF
common\image\finger,thumb_2_slap_GS.png,.png,169291,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngDecoding,NF
common\image\finger,thumb_2_slap_GS.png,.png,169291,com.gemalto.cogent.test.image,BitmapUtilTest.testThreadSafetyPngEncoding,NF
common\image\finger,thumb_2_slap_GS.png,.png,169291,com.gemalto.cogent.test.image,BitmapUtilTest.testIncompletePNGDecoding,NF
common\image\iris,irisBoth_BGR.jp2,.jp2,114033,NF,NF,NF
common\ISOEncodeDecode,0000_000.jp2,.jp2,15307,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,NF
common\ISOEncodeDecode,0000_000.jp2.bdb,.bdb,15375,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,NF
common\ISOEncodeDecode,0000_000.jp2.bdb,.bdb,15375,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisDecode,NF
common\ISOEncodeDecode,0000_000.png,.png,268440,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,NF
common\ISOEncodeDecode,0000_000.png.bdb,.bdb,268508,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisEncode,NF
common\ISOEncodeDecode,0000_000.png.bdb,.bdb,268508,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testIrisDecode,NF
common\ISOEncodeDecode,0000_001.png,.png,277535,NF,NF,NF
common\ISOEncodeDecode,0001_L_0001.BDB,.BDB,1178064,NF,NF,NF
common\ISOEncodeDecode,0001_L_0001.jpg,.jpg,263717,NF,NF,NF
common\ISOEncodeDecode,0001_R_0001.BDB,.BDB,1028345,NF,NF,NF
common\ISOEncodeDecode,0001_R_0001.jpg,.jpg,234658,NF,NF,NF
common\ISOEncodeDecode,1_1.jp2,.jp2,11021,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,1_1.jp2.bdb,.bdb,11078,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,1_1.jp2.bdb,.bdb,11078,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerDecode,NF
common\ISOEncodeDecode,1_1.jp2.corrupt,.corrupt,164,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testEncodeCorruptJpeg2000,NF
common\ISOEncodeDecode,1_1.jpg,.jpg,131049,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,1_1.jpg.bdb,.bdb,131106,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,1_1.jpg.bdb,.bdb,131106,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerDecode,NF
common\ISOEncodeDecode,1_1.jpg.corrupt,.corrupt,185,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testEncodeCorruptJpeg,NF
common\ISOEncodeDecode,1_1.png,.png,139416,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,1_1.png.bdb,.bdb,139473,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,1_1.png.bdb,.bdb,139473,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerDecode,NF
common\ISOEncodeDecode,1_1.png.corrupt,.corrupt,192,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testEncodeCorruptPng,NF
common\ISOEncodeDecode,face_01.j2k,.j2k,40292,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_01.j2k.bdb,.bdb,40360,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_01.j2k.bdb,.bdb,40360,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceDecode,NF
common\ISOEncodeDecode,face_01.jpg,.jpg,44782,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_01.jpg.bdb,.bdb,44850,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_01.jpg.bdb,.bdb,44850,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceDecode,NF
common\ISOEncodeDecode,face_01.png,.png,224587,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_01.png.bdb,.bdb,224655,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_01.png.bdb,.bdb,224655,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceDecode,NF
common\ISOEncodeDecode,face_02.jpg,.jpg,46133,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_02.jpg.bdb,.bdb,46201,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceEncode,NF
common\ISOEncodeDecode,face_02.jpg.bdb,.bdb,46201,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFaceDecode,NF
common\ISOEncodeDecode,nfiq_good.BDB,.BDB,37000,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,nfiq_good.BDB,.BDB,37000,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerDecode,NF
common\ISOEncodeDecode,nfiq_good.wsq,.wsq,36943,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,nfiq_good.wsq.corrupt,.corrupt,176,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testEncodeCorruptWSQ,NF
common\ISOEncodeDecode,nfiq_poor.bdb,.bdb,37308,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\ISOEncodeDecode,nfiq_poor.bdb,.bdb,37308,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerDecode,NF
common\ISOEncodeDecode,nfiq_poor.wsq,.wsq,37251,com.gemalto.cogent.test.image,ISOEncodeDecodeTest.testFingerEncode,NF
common\nist,ansi378.fmrpiv,.fmrpiv,1176,NF,NF,NF
common\nist,ansi378Fingers10.fmr,.fmr,3188,NF,NF,NF
common\nist,bad_config.txt,.txt,3096,NF,NF,NF
common\nist,face.j2k,.j2k,114697,NF,NF,NF
common\nist,face.jpg,.jpg,64881,com.gemalto.cogent.test.nist,TestFileCreation.testFullFileCreation,NF
common\nist,fingerprint.wsq,.wsq,23906,com.gemalto.cogent.test.nist,TestFileCreation.testFullFileCreation,NF
common\nist,minutiae.mnt,.mnt,3072,NF,NF,NF
common\nist\references,long_string.nist,.nist,1000042,com.gemalto.cogent.test.nist,TestSecureInputs.testTransactionInputVeryLongString,NF
common\nist\references,refAnsi378Fingers10.nist,.nist,10994,com.gemalto.cogent.test.nist,TestFileParsing.testFindNextAvailableIDC,NF
common\nist\references,refCustomIndex.nist,.nist,117,com.gemalto.cogent.test.nist,TestFileCreation.testCreateRecordWithIndex,NF
common\nist\references,refFileAutoAndCustomIDC.nist,.nist,183,com.gemalto.cogent.test.nist,TestFileCreation.testCreateRecordWithIDC,NF
common\nist\references,refFileCreationAutoIDC.nist,.nist,150,com.gemalto.cogent.test.nist,TestFileParsing.testFindNextAvailableIDC,NF
common\nist\references,refFileCreationDisableAutoIDC1.nist,.nist,152,com.gemalto.cogent.test.nist,TestFileCreation.testFileCreationDisableAutoIDC1,NF
common\nist\references,refFileCreationDisableAutoIDC2.nist,.nist,39,com.gemalto.cogent.test.nist,TestFileCreation.testFileCreationDisableAutoIDC2,NF
common\nist\references,refFileCustomFieldNumber1.nist,.nist,80,com.gemalto.cogent.test.nist,TestFileCreation.testFileCustomFieldNumberCreate,NF
common\nist\references,refFileCustomFieldNumber1.nist,.nist,80,com.gemalto.cogent.test.nist,TestFileParsing.testFileCustomFieldNumberRead,NF
common\nist\references,refFileCustomFieldNumber1.nist,.nist,80,com.gemalto.cogent.test.nist,TestFileParsing.testFindNextAvailableIDC,NF
common\nist\references,refFileCustomFieldNumber1.nist,.nist,80,com.gemalto.cogent.test.nist,TestFileParsing.testDeleteRecord,NF
common\nist\references,refFileCustomFieldNumber1_MissingRecord10.nist,.nist,30,com.gemalto.cogent.test.nist,TestFileParsing.testDeleteRecord,NF
common\nist\references,refFileCustomFieldNumber2.nist,.nist,139,com.gemalto.cogent.test.nist,TestFileCreation.testFileCustomFieldNumberCreate,NF
common\nist\references,refFileCustomFieldNumber2.nist,.nist,139,com.gemalto.cogent.test.nist,TestFileParsing.testFileCustomFieldNumberRead,NF
