common,face1_270.yuv,.yuv,"color
woman
old
mouth closed
400*528
rotated 270"
common,face1_90.yuv,.yuv,"color
woman
old
mouth closed
400*528
rotated 90"
common,face1_test_db,-,
common,faceDBEncAES,-,
common,faceDBEncAES256,-,
common,faceDBEncChachaa,-,
common,faceDBEnChacha256,-,
common,faceISO.data,.data,"color
man
mouth closed
350*450"
common,face_11.data,.data,"color
woman
glasses
mouth open
1024*1024"
common,face_22.data,.data,"color
woman
mouth closed
1024*1024"
common,face_33.data,.data,"color
man
mouth open
1024*1024"
common,face_db_cleanup,-,
common,Face_eyes_closed.data,.data,"color
man
eye closed
mouth closed
366* 359"
common,face_test_db,-,
common,finger1.data,.data,"black and white
numeric minutiae
275*400"
